1217744002	もう8月ですね	気づいたら8月になってました。<br />ホント月日が以前とは違う速さで経っていくのをひしひしと感じています。<br />やりたいことはたくさんあるのに、いざ休日になっても「やろう！」やる気が出ず、<br />作りかけの曲など色々放置してる状況です。<br />年内に歌もの作ってみたいなぁ・・・<br /><br />とは言え、打ち込みスピードが半端なく遅く展開詰まりが多いので年内に2曲作れるかどうかも心配です。<br /><br />うーん・・・もう8月なんだなぁ。<br /><br /><br />ここに画像載せるとレイアウトどうなるか確認してないのでさっき壁紙作りました。<br />使用している画面がワイドなので横に伸びてます。<br /><br />画像クリックで別ウィンドウで開きますが、圧縮あんまかけなかったので1Mほどあります、お気をつけて。<br />自分のモニタサイズに合わせたので1440*900になってます。<br />リサイズは勝手にしてください(何<br /><br /><a href="./img/fractal_purple.jpg" onclick="window.open('./img/fractal_purple.jpg'); return false;"><img src="./img/purple_min.jpg" alt="fractal[purple]" title="fractal[purple]" width="300" height="188" /></a><br /><br />bgm : Lady (Hear Me Tonight) / Modjo<br /><br /><br />
1218464783	暑い日々が続く	というわけでヴェスペリア購入しました。<br /><br />箱○買ってもそこまで動かしてなかったのでやっとプレイしはじめた感じです。<br />大体、斑鳩しかやってませんでしたしね・・・<br />アイマスも一応買ったんですけど全然やってません。何かこうしっくりこないのよね。<br />多分キャラデザが受け付けないのが理由かなぁ・・・<br />あまり二次化させて、らぶデス２みたいになると路線が危なそうに思えるし。<br />あ、でもらぶデスのモデリングが好きですよ。<br /><br />何が言いたいかっていうと、ターゲッティングは大事ってことですよね<br /><br />(うまくまとめた　　　　　　気になっている<br /><br /><br />/////<br /><br />PCの駆動音が気になってたので百均ですべり止めのパッチみたいのを購入。<br /><br /><img src="./img/080810.jpg" alt="080810" width="400" height="300" /><br /><br />置く場所がなく金属製の本棚に無理やり載せたため、本棚ごと振動しててうるさかったのです。<br />それが足に敷いたら大分静かに。あとはマザボのファンが少し気になるぐらいで随分快適になったわー。<br /><br />常にヘッドフォンしてるからそこまで気になりはしなかったんだけど、夏はヘッドフォン辛いよ。<br />もうボロボロになってるし新しいヘッドフォン欲しいのよね。<br /><br />ちなみに使用しているのはATH-PRO5。<br />長時間使用するとメガネとの相乗効果で耳たぶが痛くなるんだ！すごいだろう！<br />こいつももう5年近くになるけど現役。<br /><br />AKGからK172HDも出たことだし、以前から欲しかったK171を目星につけてます。<br />まぁ新しく買うことになったら知り合いに色々聞こう。<br /><br /><br />bgm : Light Colors / Lia<br />
